s_province,s_city_name,s_sta_name,d_city_name,d_sta_name,drv_date,drv_time,full_price,half_price,left_tickets,crawl_source,extra_info
"江苏省","宿迁市","宿迁市","江阴","江阴","20161206","1000",114.0,57.0,"50","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1000"", ""cnum"" : ""50"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0205"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161206","1110",114.0,57.0,"55","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1110"", ""cnum"" : ""55"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0206"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161206","1145",114.0,57.0,"45","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1145"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0114"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161206","1250",114.0,57.0,"49","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1250"", ""cnum"" : ""49"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0112"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161206","1315",114.0,57.0,"52","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1315"", ""cnum"" : ""52"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0115"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161206","1810",114.0,57.0,"50","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1810"", ""cnum"" : ""50"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0209"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161207","0525",114.0,57.0,"45","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0525"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0110"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161207","0600",114.0,57.0,"45","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0600"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0113"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161207","0710",114.0,57.0,"49","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0710"", ""cnum"" : ""49"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0202"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161207","0810",114.0,57.0,"48","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0810"", ""cnum"" : ""48"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0203"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161207","0830",114.0,57.0,"44","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0830"", ""cnum"" : ""44"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0204"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161207","1000",114.0,57.0,"52","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1000"", ""cnum"" : ""52"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0205"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161207","1145",114.0,57.0,"45","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1145"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0114"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161207","1250",114.0,57.0,"49","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1250"", ""cnum"" : ""49"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0112"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161207","1315",114.0,57.0,"52","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1315"", ""cnum"" : ""52"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0115"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","江阴","江阴","20161207","1810",114.0,57.0,"50","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1810"", ""cnum"" : ""50"", ""cid"" : ""20275678;"", ""cjg"" : ""114"", ""bcbm"" : ""QQ0209"", ""cmdid"" : ""2036"", ""cmd"" : ""江阴"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","靖江","靖江","20161205","1320",100.0,50.0,"30","ccw","{ ""crq"" : ""20161205"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1320"", ""cnum"" : ""30"", ""cid"" : ""20275678;"", ""cjg"" : ""100"", ""bcbm"" : ""QQ0140"", ""cmdid"" : ""2026"", ""cmd"" : ""靖江"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","靖江","靖江","20161206","0610",100.0,50.0,"45","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0610"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""100"", ""bcbm"" : ""QQ0139"", ""cmdid"" : ""2026"", ""cmd"" : ""靖江"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","靖江","靖江","20161206","0710",100.0,50.0,"43","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0710"", ""cnum"" : ""43"", ""cid"" : ""20275678;"", ""cjg"" : ""100"", ""bcbm"" : ""QQ0201"", ""cmdid"" : ""2026"", ""cmd"" : ""靖江"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","靖江","靖江","20161206","0810",100.0,50.0,"48","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0810"", ""cnum"" : ""48"", ""cid"" : ""20275678;"", ""cjg"" : ""100"", ""bcbm"" : ""QQ0203"", ""cmdid"" : ""2026"", ""cmd"" : ""靖江"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","靖江","靖江","20161206","1000",100.0,50.0,"50","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1000"", ""cnum"" : ""50"", ""cid"" : ""20275678;"", ""cjg"" : ""100"", ""bcbm"" : ""QQ0205"", ""cmdid"" : ""2026"", ""cmd"" : ""靖江"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","靖江","靖江","20161206","1110",100.0,50.0,"55","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1110"", ""cnum"" : ""55"", ""cid"" : ""20275678;"", ""cjg"" : ""100"", ""bcbm"" : ""QQ0206"", ""cmdid"" : ""2026"", ""cmd"" : ""靖江"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","靖江","靖江","20161206","1320",100.0,50.0,"37","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1320"", ""cnum"" : ""37"", ""cid"" : ""20275678;"", ""cjg"" : ""100"", ""bcbm"" : ""QQ0140"", ""cmdid"" : ""2026"", ""cmd"" : ""靖江"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","靖江","靖江","20161207","0610",100.0,50.0,"45","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0610"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""100"", ""bcbm"" : ""QQ0139"", ""cmdid"" : ""2026"", ""cmd"" : ""靖江"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","靖江","靖江","20161207","0710",100.0,50.0,"49","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0710"", ""cnum"" : ""49"", ""cid"" : ""20275678;"", ""cjg"" : ""100"", ""bcbm"" : ""QQ0202"", ""cmdid"" : ""2026"", ""cmd"" : ""靖江"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","靖江","靖江","20161207","0810",100.0,50.0,"48","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0810"", ""cnum"" : ""48"", ""cid"" : ""20275678;"", ""cjg"" : ""100"", ""bcbm"" : ""QQ0203"", ""cmdid"" : ""2026"", ""cmd"" : ""靖江"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","靖江","靖江","20161207","1000",100.0,50.0,"52","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1000"", ""cnum"" : ""52"", ""cid"" : ""20275678;"", ""cjg"" : ""100"", ""bcbm"" : ""QQ0205"", ""cmdid"" : ""2026"", ""cmd"" : ""靖江"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","靖江","靖江","20161207","1320",100.0,50.0,"37","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1320"", ""cnum"" : ""37"", ""cid"" : ""20275678;"", ""cjg"" : ""100"", ""bcbm"" : ""QQ0140"", ""cmdid"" : ""2026"", ""cmd"" : ""靖江"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","句容","句容","20161205","1350",106.0,53.0,"43","ccw","{ ""crq"" : ""20161205"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1350"", ""cnum"" : ""43"", ""cid"" : ""20275678;"", ""cjg"" : ""106"", ""bcbm"" : ""QQ0119"", ""cmdid"" : ""2025"", ""cmd"" : ""句容"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","句容","句容","20161207","0720",106.0,53.0,"45","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0720"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""106"", ""bcbm"" : ""QQ0118"", ""cmdid"" : ""2025"", ""cmd"" : ""句容"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","句容","句容","20161207","1350",106.0,53.0,"44","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1350"", ""cnum"" : ""44"", ""cid"" : ""20275678;"", ""cjg"" : ""106"", ""bcbm"" : ""QQ0119"", ""cmdid"" : ""2025"", ""cmd"" : ""句容"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","溧阳","溧阳","20161205","1330",125.0,62.5,"49","ccw","{ ""crq"" : ""20161205"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1330"", ""cnum"" : ""49"", ""cid"" : ""20275678;"", ""cjg"" : ""125"", ""bcbm"" : ""QQ0121"", ""cmdid"" : ""2030"", ""cmd"" : ""溧阳"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","溧阳","溧阳","20161206","0800",125.0,62.5,"52","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0800"", ""cnum"" : ""52"", ""cid"" : ""20275678;"", ""cjg"" : ""125"", ""bcbm"" : ""QQ0120"", ""cmdid"" : ""2030"", ""cmd"" : ""溧阳"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","溧阳","溧阳","20161206","0900",125.0,62.5,"45","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0900"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""125"", ""bcbm"" : ""QQ0107"", ""cmdid"" : ""2030"", ""cmd"" : ""溧阳"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","溧阳","溧阳","20161206","1000",125.0,62.5,"45","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1000"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""125"", ""bcbm"" : ""QQ0197"", ""cmdid"" : ""2030"", ""cmd"" : ""溧阳"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","溧阳","溧阳","20161206","1330",125.0,62.5,"52","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1330"", ""cnum"" : ""52"", ""cid"" : ""20275678;"", ""cjg"" : ""125"", ""bcbm"" : ""QQ0121"", ""cmdid"" : ""2030"", ""cmd"" : ""溧阳"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","溧阳","溧阳","20161207","0800",125.0,62.5,"52","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0800"", ""cnum"" : ""52"", ""cid"" : ""20275678;"", ""cjg"" : ""125"", ""bcbm"" : ""QQ0120"", ""cmdid"" : ""2030"", ""cmd"" : ""溧阳"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","溧阳","溧阳","20161207","0900",125.0,62.5,"45","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0900"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""125"", ""bcbm"" : ""QQ0107"", ""cmdid"" : ""2030"", ""cmd"" : ""溧阳"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","溧阳","溧阳","20161207","0910",125.0,62.5,"50","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0910"", ""cnum"" : ""50"", ""cid"" : ""20275678;"", ""cjg"" : ""125"", ""bcbm"" : ""QQ0196"", ""cmdid"" : ""2030"", ""cmd"" : ""溧阳"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","溧阳","溧阳","20161207","1000",125.0,62.5,"45","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1000"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""125"", ""bcbm"" : ""QQ0197"", ""cmdid"" : ""2030"", ""cmd"" : ""溧阳"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","溧阳","溧阳","20161207","1330",125.0,62.5,"52","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1330"", ""cnum"" : ""52"", ""cid"" : ""20275678;"", ""cjg"" : ""125"", ""bcbm"" : ""QQ0121"", ""cmdid"" : ""2030"", ""cmd"" : ""溧阳"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161205","1340",54.0,27.0,"40","ccw","{ ""crq"" : ""20161205"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1340"", ""cnum"" : ""40"", ""cid"" : ""20275678;"", ""cjg"" : ""54"", ""bcbm"" : ""QQ0017"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161205","1430",44.0,22.0,"41","ccw","{ ""crq"" : ""20161205"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1430"", ""cnum"" : ""41"", ""cid"" : ""20275678;"", ""cjg"" : ""44"", ""bcbm"" : ""QQ0018"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161205","1630",54.0,27.0,"44","ccw","{ ""crq"" : ""20161205"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1630"", ""cnum"" : ""44"", ""cid"" : ""20275678;"", ""cjg"" : ""54"", ""bcbm"" : ""QQ0019"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161206","0730",54.0,27.0,"48","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0730"", ""cnum"" : ""48"", ""cid"" : ""20275678;"", ""cjg"" : ""54"", ""bcbm"" : ""QQ0014"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161206","0900",54.0,27.0,"49","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0900"", ""cnum"" : ""49"", ""cid"" : ""20275678;"", ""cjg"" : ""54"", ""bcbm"" : ""QQ0015"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161206","1050",54.0,27.0,"45","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1050"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""54"", ""bcbm"" : ""QQ0016"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161206","1340",54.0,27.0,"48","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1340"", ""cnum"" : ""48"", ""cid"" : ""20275678;"", ""cjg"" : ""54"", ""bcbm"" : ""QQ0017"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161206","1430",44.0,22.0,"45","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1430"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""44"", ""bcbm"" : ""QQ0018"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161206","1630",54.0,27.0,"45","ccw","{ ""crq"" : ""20161206"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1630"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""54"", ""bcbm"" : ""QQ0019"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161207","0730",54.0,27.0,"49","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0730"", ""cnum"" : ""49"", ""cid"" : ""20275678;"", ""cjg"" : ""54"", ""bcbm"" : ""QQ0014"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161207","0900",54.0,27.0,"49","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""0900"", ""cnum"" : ""49"", ""cid"" : ""20275678;"", ""cjg"" : ""54"", ""bcbm"" : ""QQ0015"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161207","1050",54.0,27.0,"45","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1050"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""54"", ""bcbm"" : ""QQ0016"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161207","1340",54.0,27.0,"49","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1340"", ""cnum"" : ""49"", ""cid"" : ""20275678;"", ""cjg"" : ""54"", ""bcbm"" : ""QQ0017"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161207","1430",44.0,22.0,"45","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1430"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""44"", ""bcbm"" : ""QQ0018"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","连云港","连云港","20161207","1630",54.0,27.0,"45","ccw","{ ""crq"" : ""20161207"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1630"", ""cnum"" : ""45"", ""cid"" : ""20275678;"", ""cjg"" : ""54"", ""bcbm"" : ""QQ0019"", ""cmdid"" : ""203357>88')"", ""cmd"" : ""连云港"", ""clx"" : ""大型高一"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","临沂","临沂","20161205","1300",44.0,22.0,"23","ccw","{ ""crq"" : ""20161205"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1300"", ""cnum"" : ""23"", ""cid"" : ""20275678;"", ""cjg"" : ""44"", ""bcbm"" : ""QQ0214"", ""cmdid"" : ""252756789')"", ""cmd"" : ""临沂"", ""clx"" : ""中型中级"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","临沂","临沂","20161205","1430",44.0,22.0,"31","ccw","{ ""crq"" : ""20161205"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1430"", ""cnum"" : ""31"", ""cid"" : ""20275678;"", ""cjg"" : ""44"", ""bcbm"" : ""QQ0215"", ""cmdid"" : ""252756789')"", ""cmd"" : ""临沂"", ""clx"" : ""中型中级"", ""cna"" : ""宿迁汽车站"" }"
"江苏省","宿迁市","宿迁市","临沂","临沂","20161205","1600",44.0,22.0,"31","ccw","{ ""crq"" : ""20161205"", ""carNum"" : ""1"", ""ccid"" : ""20275678;"", ""csj"" : ""1600"", ""cnum"" : ""31"", ""cid"" : ""20275678;"", ""cjg"" : ""44"", ""bcbm"" : ""QQ0216"", ""cmdid"" : ""252756789')"", ""cmd"" : ""临沂"", ""clx"" : ""中型中级"", ""cna"" : ""宿迁汽车站"" }"
