rating,major,title,image_urls,link,images,rating_nums
8.3,"
      
          导演: 松山博昭 / 大木綾子 / 长濑国博
            
          主演: 户田惠梨香 / 松田翔太 / 吉濑美智子
            
          类型: 犯罪 / 悬疑
            
          制片国家/地区: 日本
            
          年份: 2009
    ","
        诈欺游戏2 ライアーゲーム2
      ",,http://movie.douban.com/subject/3685955/,,
8.7,"
      
          导演: 武内英树 / 石川淳一
            
          主演: 杏 / 长谷川博己 / 国仲凉子
            
          类型: 剧情 / 喜剧
            
          制片国家/地区: 日本
            
          年份: 2015
    ","
        约会 ～恋爱究竟是什么呢～ デート 〜恋とはどんなものかしら〜
      ",,http://movie.douban.com/subject/26271868/,,
7.8,"
      
          导演: 松山博昭 / 加藤裕将 / 石井祐介
            
          主演: 大野智 / 户田惠梨香 / 佐藤浩市
            
          类型: 喜剧 / 悬疑
            
          制片国家/地区: 日本
            
          年份: 2012
    ","
        上锁的房间 鍵のかかった部屋
      ",,http://movie.douban.com/subject/10521668/,,
8.2,"
      
          导演: 石井康晴
            
          主演: 生田斗真 / 小栗旬 / 上野树里
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2015
    ","
        无间双龙：这份爱，才是正义 ウロボロス～この愛こそ、正義。
      ",,http://movie.douban.com/subject/25953663/,,
8.6,"
      
          导演: 堤幸彦
            
          主演: 仲间由纪惠 / 阿部宽 / 生濑胜久
            
          类型: 喜剧 / 剧情 / 悬疑
            
          制片国家/地区: 日本
            
          年份: 2000
    ","
        圈套 トリック
      ",,http://movie.douban.com/subject/1465679/,,
8.7,"
      
          导演: 和泉聖治
            
          主演: 水谷丰
            
          制片国家/地区: 日本
            
          年份: 2000
    ","
        相棒 相棒・警視庁ふたりだけの特命係
      ",,http://movie.douban.com/subject/3278774/,,
8.7,"
      
          导演: 铃木雅之
            
          主演: 木村拓哉 / 松隆子 / 三浦友和
            
          类型: 剧情 / 悬疑
            
          制片国家/地区: 日本
            
          年份: 2001
    ","
        律政英雄 HERO
      ",,http://movie.douban.com/subject/1441060/,,
8.6,"
      
          导演: 中江功 / 西坂瑞城
            
          主演: 香取慎吾 / 竹内结子 / 八木优希
            
          类型: 剧情 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        没有玫瑰的花店 薔薇のない花屋
      ",,http://movie.douban.com/subject/2377585/,,
7.9,"
      
          导演: 东康之
            
          主演: 天海祐希 / 长泽雅美 / 反町隆史
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2010
    ","
        金牌女王 GOLD
      ",,http://movie.douban.com/subject/4845429/,,
8.7,"
      
          导演: 木村达昭 / 永山耕三 / 二宫浩行
            
          主演: 木村拓哉 / 松隆子 / 内野圣阳
            
          类型: 爱情
            
          制片国家/地区: 日本
            
          年份: 1997
    ","
        恋爱世纪 ラブ ジェネレーション
      ",,http://movie.douban.com/subject/1438759/,,
8.3,"
      
          导演: 生野慈朗 / 土井裕泰
            
          主演: 木村拓哉 / 常盘贵子 / 水野美纪
            
          类型: 剧情 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2000
    ","
        美丽人生 ビューティフルライフ
      ",,http://movie.douban.com/subject/1465021/,,
8.8,"
      
          导演: 佐藤祐市
            
          主演: 樱井翔 / 神木隆之介 / 铃木保奈美
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2013
    ","
        家族游戏 家族ゲーム
      ",,http://movie.douban.com/subject/21328704/,,
8.6,"
      
          导演: 片山修 / 唐木希浩
            
          主演: 神木隆之介 / 光浦靖子 / 加藤清史郎
            
          类型: 喜剧 / 家庭
            
          制片国家/地区: 日本
            
          年份: 2011
    ","
        还有第11人！ 11人もいる!
      ",,http://movie.douban.com/subject/6829650/,,
8.9,"
      
          导演: 久保田哲史 / 水田成英 
            
          主演: 坂口宪二 / 稻森泉 / 小池彻平
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2006
    ","
        医龙 医龍 ～Team Medical Dragon～
      ",,http://movie.douban.com/subject/2173108/,,
9.2,"
      
          导演: 佐藤东弥 / 吉野洋 / 佐久间纪佳
            
          主演: 小林聪美 / 友坂理惠 / 市川实日子
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2003
    ","
        西瓜 すいか
      ",,http://movie.douban.com/subject/1986021/,,
8.9,"
      
          导演: 吉田健 / 吉田秋生
            
          主演: 堂本刚 / 堂本光一 / 赤井英和
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 1994
    ","
        人间失格：假如我死的话 人間・失格～たとえばぼくが死んだら
      ",,http://movie.douban.com/subject/1465081/,,
8.6,"
      
          导演: 堤幸彦
            
          主演: 户田惠梨香 / 加濑亮 / 浅野优子
            
          类型: 剧情 / 悬疑
            
          制片国家/地区: 日本
            
          年份: 2012
    ","
        SPEC：翔 SPEC〜翔〜
      ",,http://movie.douban.com/subject/6717574/,,
9.0,"
      
          导演: 田岛大辅 / 宫本理江子 / 西浦正记 
            
          主演: 寺尾聪 / 二宫和也 / 长泽雅美
            
          类型: 剧情 / 家庭
            
          制片国家/地区: 日本
            
          年份: 2005
    ","
        温柔时刻 優しい時間
      ",,http://movie.douban.com/subject/1903286/,,
8.6,"
      
          导演: 西浦正记  / 葉山浩樹
            
          主演: 山下智久 / 新垣结衣 / 户田惠梨香
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2010
    ","
        紧急救命2 コード・ブルー～ドクターヘリ緊急救命 2nd season
      ",,http://movie.douban.com/subject/4061061/,,
7.8,"
      
          导演: 猪股隆一 / 佐藤东弥 / 石尾純
            
          主演: 松岛菜菜子 / 长谷川博己 / 相武纱季
            
          类型: 剧情 / 家庭
            
          制片国家/地区: 日本
            
          年份: 2011
    ","
        家政妇三田 家政婦のミタ
      ",,http://movie.douban.com/subject/6788284/,,
8.3,"
      
          导演: 永山耕三 / 宫本理江子 / 并木道子
            
          主演: 瑛太 / 满岛光 / 风间俊介
            
          类型: 剧情 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2011
    ","
        尽管如此 也要活下去 それでも、生きてゆく
      ",,http://movie.douban.com/subject/6389526/,,
8.0,"
      
          导演: 加藤新 / 片山刚 / 坪井敏雄 
            
          主演: 大野智 / 生田斗真 / 小林凉子
            
          类型: 剧情 / 悬疑 / 犯罪
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        魔王
      ",,http://movie.douban.com/subject/3196686/,,
7.9,"
      
          导演: 堤幸彦
            
          主演: 二宫和也 / 山下智久 / 成宫宽贵
            
          类型: 喜剧
            
          制片国家/地区: 日本
            
          年份: 2003
    ","
        日本派 Stand Up!!
      ",,http://movie.douban.com/subject/1460833/,,
8.8,"
      
          导演: 佐藤峰世
            
          主演: 宫崎葵 / 瑛太 / 堺雅人
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        笃姬 篤姫
      ",,http://movie.douban.com/subject/2131161/,,
8.6,"
      
          导演: 生野慈朗 / 土井裕泰 / 今井夏木
            
          主演: 妻夫木聪 / 柴崎幸 / 成宫宽贵
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2004
    ","
        橙色岁月 オレンジデイズ
      ",,http://movie.douban.com/subject/1479458/,,
8.5,"
      
          导演: 石川淳一 / 植田泰史
            
          主演: 生田斗真 / 真木阳子 / 桐谷健太
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2012
    ","
        迟开的向日葵 遅咲きのヒマワリ〜ボクの人生、リニューアル〜
      ",,http://movie.douban.com/subject/11629291/,,
7.9,"
      
          导演: 山室大辅  / 平野俊一  / 石井康晴
            
          主演: 阿部宽 / 黑木明纱 / 向井理
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2010
    ","
        新参者
      ",,http://movie.douban.com/subject/4293234/,,
9.1,"
      
          导演: 河野圭太
            
          主演: 田村正和 / 西村雅彦 / 小林隆
            
          类型: 犯罪 / 喜剧 / 悬疑
            
          制片国家/地区: 日本
            
          年份: 1994
    ","
        绅士刑警1 警部補古畑任三郎 1st season
      ",,http://movie.douban.com/subject/1440971/,,
9.2,"
      
          导演: 松冈锭司 / 山下敦弘 / 及川拓郎
            
          主演: 小林薰 / 须藤理彩 / 田畑智子
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2009
    ","
        深夜食堂
      ",,http://movie.douban.com/subject/3991933/,,
8.3,"
      
          导演: 泽田镰作 / 平野真
            
          主演: 木村拓哉 / 深津绘里 / 阿部宽
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        变革 CHANGE
      ",,http://movie.douban.com/subject/3130233/,,
9.4,"
      
          导演: 西谷弘 / 河野圭太 / 村上正典 / 岩田和行
            
          主演: 唐泽寿明 / 江口洋介 / 黑木瞳
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2003
    ","
        白色巨塔 白い巨塔
      ",,http://movie.douban.com/subject/2150220/,,
8.5,"
      
          导演: 塚本连平 / 唐木希浩 / 小松隆志
            
          主演: 阿部宽 / 长谷川京子 / 斋藤洋介
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2005
    ","
        龙樱 ドラゴン桜
      ",,http://movie.douban.com/subject/1915312/,,
7.6,"
      
          导演: 大塚恭司
            
          主演: 神木隆之介 / 志田未来 / 若叶克实
            
          类型: 悬疑
            
          制片国家/地区: 日本
            
          年份: 2007
    ","
        侦探学园Q 探偵学園Ｑ
      ",,http://movie.douban.com/subject/2142538/,,
9.2,"
      
          导演: 石川淳一 / 城宝秀则
            
          主演: 堺雅人 / 新垣结衣 / 生濑胜久
            
          类型: 喜剧
            
          制片国家/地区: 日本
            
          年份: 2012
    ","
        胜者即是正义 リーガル・ハイ
      ",,http://movie.douban.com/subject/10491666/,,
8.8,"
      
          导演: 河野圭太
            
          主演: 柴崎幸 / 佐藤浩市 / 松本润
            
          类型: 剧情 / 家庭
            
          制片国家/地区: 日本
            
          年份: 2010
    ","
        我家的历史 わが家の歴史
      ",,http://movie.douban.com/subject/4022142/,,
8.8,"
      
          导演: 堤幸彦 / 松原浩 / 今井夏木
            
          主演: 广末凉子 / 渡部笃郎 / 藤原龙也
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2002
    ","
        不需要爱的夏天 愛なんていらねえよ、夏
      ",,http://movie.douban.com/subject/1759770/,,
9.0,"
      
          导演: 永山耕三 / 铃木雅之 / 臼井裕词
            
          主演: 木村拓哉 / 山口智子 / 竹野内丰
            
          类型: 剧情 / 喜剧 / 爱情 / 家庭
            
          制片国家/地区: 日本
            
          年份: 1996
    ","
        悠长假期 ロングバケーション
      ",,http://movie.douban.com/subject/1436674/,,
8.3,"
      
          导演: 高成麻畝子 / 吉田健
            
          主演: 馆博 / 新垣结衣 / 加藤成亮
            
          类型: 剧情 / 喜剧 / 家庭
            
          制片国家/地区: 日本
            
          年份: 2007
    ","
        父女七日变 パパとムスメの7日間
      ",,http://movie.douban.com/subject/2142535/,,
9.3,"
      
          导演: 井上刚 / 吉田照幸 / 梶原登城 / 西村武五郎 / 桑野智宏
            
          主演: 能年玲奈 / 桥本爱 / 小泉今日子
            
          类型: 剧情 / 喜剧
            
          制片国家/地区: 日本
            
          年份: 2013
    ","
        海女 あまちゃん
      ",,http://movie.douban.com/subject/10581289/,,
8.4,"
      
          导演: 小林义则 / 高桥伸之 / 植田泰史
            
          主演: 筱原凉子 / 瑛太 / 阿部隆史
            
          类型: 悬疑
            
          制片国家/地区: 日本
            
          年份: 2006
    ","
        非关正义 アンフェア
      ",,http://movie.douban.com/subject/2173157/,,
8.6,"
      
          导演: 成田岳 / 加藤裕将
            
          主演: 山下智久 / 长泽雅美 / 藤木直人
            
          类型: 剧情 / 奇幻 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2007
    ","
        求婚大作战 プロポーズ大作戦
      ",,http://movie.douban.com/subject/2018131/,,
8.7,"
      
          导演: 赤羽博 / 中岛悟
            
          主演: 反町隆史 / 松岛菜菜子 / 希良梨
            
          类型: 剧情 / 喜剧 / 动作
            
          制片国家/地区: 日本
            
          年份: 1998
    ","
        麻辣教师 GTO: Great Teacher Onizuka
      ",,http://movie.douban.com/subject/1464838/,,
8.1,"
      
          导演: 西谷弘 / 成田岳 / 西坂瑞城 / 泽田镰作
            
          主演: 福山雅治 / 柴崎幸 / 北村一辉
            
          类型: 剧情 / 悬疑
            
          制片国家/地区: 日本
            
          年份: 2007
    ","
        神探伽利略 ガリレオ
      ",,http://movie.douban.com/subject/2270390/,,
7.7,"
      
          导演: 本广克行
            
          主演: 泷泽秀明 / 椎名桔平 / 藤木直人
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2001
    ","
        西洋古董洋果子店 アンティーク 〜西洋骨董洋菓子店〜
      ",,http://movie.douban.com/subject/1471928/,,
8.6,"
      
          导演: 松本佳奈
            
          主演: 小林聪美 / 伽奈 / 罇真佐子
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2013
    ","
        面包和汤和猫咪好天气 パンとスープとネコ日和
      ",,http://movie.douban.com/subject/24321344/,,
7.6,"
      
          导演: 西坂瑞城 / 泽田镰作
            
          主演: 福山雅治 / 吉高由里子 / 澤部佑
            
          类型: 剧情 / 悬疑 / 犯罪
            
          制片国家/地区: 日本
            
          年份: 2013
    ","
        神探伽利略 第二季 ガリレオ 第2シーズン
      ",,http://movie.douban.com/subject/20268721/,,
8.4,"
      
          导演: 加藤裕将 / 西坂瑞城
            
          主演: 长泽雅美 / 上野树里 / 瑛太
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        最后的朋友 ラスト・フレンズ
      ",,http://movie.douban.com/subject/3011225/,,
7.6,"
      
          导演: 片山修 / 植田尚
            
          主演: 武井咲 / 桐谷健太 / 松下由树
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2012
    ","
        W的悲剧 Wの悲劇
      ",,http://movie.douban.com/subject/10508896/,,
8.9,"
      
          导演: 宫本理江子 / 並木道子
            
          主演: 瑛太 / 尾野真千子 / 真木阳子
            
          类型: 剧情 / 喜剧 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2013
    ","
        最完美的离婚 最高の離婚
      ",,http://movie.douban.com/subject/20416430/,,
8.2,"
      
          导演: 吉野洋 / 南云圣一 / 石尾純
            
          主演: 绫濑遥 / 藤木直人 / 板谷由夏
            
          类型: 剧情 / 喜剧 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2010
    ","
        萤之光2 ホタルノヒカリ2
      ",,http://movie.douban.com/subject/4827531/,,
8.5,"
      
          导演: 吉野洋 / 南云圣一 / 茂山佳則
            
          主演: 绫濑遥 / 藤木直人 / 加藤和树
            
          类型: 喜剧 / 剧情
            
          制片国家/地区: 日本
            
          年份: 2007
    ","
        萤之光 ホタルノヒカリ
      ",,http://movie.douban.com/subject/2147129/,,
8.3,"
      
          导演: 高崎卓马 / 高须光圣 / 山下敦弘 / タナダユキ
            
          主演: 苍井优 / 加濑亮 / 西岛秀俊
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        苍井优X4个谎言 蒼井優×4つの嘘
      ",,http://movie.douban.com/subject/3009055/,,
9.4,"
      
          导演: 永山耕三 / 本间欧彦
            
          主演: 铃木保奈美 / 织田裕二 / 江口洋介
            
          类型: 爱情
            
          制片国家/地区: 日本
            
          年份: 1991
    ","
        东京爱情故事 東京ラブストーリー
      ",,http://movie.douban.com/subject/1438760/,,
9.3,"
      
          导演: 水田伸生
            
          主演: 松雪泰子 / 芦田爱菜 / 山本耕史
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2010
    ","
        母亲 Mother
      ",,http://movie.douban.com/subject/4303624/,,
7.9,"
      
          导演: 松田秀知
            
          主演: 堀北真希 / 小栗旬 / 生田斗真
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2007
    ","
        偷偷爱着你 花ざかりの君たちへ：～イケメン♂パラダイス～
      ",,http://movie.douban.com/subject/2147121/,,
8.9,"
      
          导演: 溝口憲司 / 宝来忠昭
            
          主演: 松重豊 / 斉藤暁 / おぼんこぼん
            
          类型: 剧情 / 喜剧
            
          制片国家/地区: 日本
            
          年份: 2012
    ","
        孤独的美食家 第二季 孤独のグルメ Season2
      ",,http://movie.douban.com/subject/11636402/,,
8.3,"
      
          导演: 南云圣一 / 久保田充 
            
          主演: 苍井优 / 内博贵 / 向井理
            
          类型: 剧情 / 喜剧
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        料理仙姬 おせん
      ",,http://movie.douban.com/subject/3003093/,,
9.0,"
      
          导演: 山室大辅  / 金子文纪 / 福田亮介
            
          主演: 锦户亮 / 满岛光 / 永山绚斗
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2014
    ","
        对不起青春 ごめんね青春！
      ",,http://movie.douban.com/subject/25940269/,,
9.1,"
      
          导演: 石川淳一 / 城宝秀則 / 西坂瑞城
            
          主演: 堺雅人 / 新垣结衣 / 冈田将生
            
          类型: 喜剧 / 悬疑 / 犯罪
            
          制片国家/地区: 日本
            
          年份: 2013
    ","
        胜者即是正义2 リーガルハイ2
      ",,http://movie.douban.com/subject/23997724/,,
8.6,"
      
          导演: 西谷弘 / 高野舞 / 西坂瑞城
            
          主演: 上户彩 / 斋藤工 / 吉濑美智子
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2014
    ","
        昼颜：工作日下午3点的恋人们 昼顔～平日午後3時の恋人たち～
      ",,http://movie.douban.com/subject/25897313/,,
8.3,"
      
          导演: 水田成英
            
          主演: 常盘贵子 / 洼冢洋介 / 山下智久
            
          类型: 爱情
            
          制片国家/地区: 日本
            
          年份: 2002
    ","
        漂流教室 ロング・ラブレター〜漂流教室〜
      ",,http://movie.douban.com/subject/1465088/,,
9.3,"
      
          导演: 平川雄一朗 / 山室大辅  / 那須田淳
            
          主演: 大泽隆夫 / 绫濑遥 / 中谷美纪
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2011
    ","
        仁医 完结篇 JIN-仁2
      ",,http://movie.douban.com/subject/4881202/,,
8.6,"
      
          导演: 堤幸彦 / 金子文纪 / 伊佐野英樹
            
          主演: 长濑智也 / 加藤爱 / 洼冢洋介
            
          类型: 剧情 / 动作
            
          制片国家/地区: 日本
            
          年份: 2000
    ","
        池袋西口公园 池袋ウエストゲートパーク
      ",,http://movie.douban.com/subject/1465284/,,
8.7,"
      
          导演: 福泽克雄 / 山室大辅 
            
          主演: 木村拓哉 / 北大路欣也 / 山本耕史
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2007
    ","
        华丽一族 華麗なる一族
      ",,http://movie.douban.com/subject/2074564/,,
7.6,"
      
          导演: 铃木雅之 / 平野真
            
          主演: 木村拓哉 / 中井贵一 / 香里奈
            
          类型: 喜剧
            
          制片国家/地区: 日本
            
          年份: 2012
    ","
        PRICELESS：有才怪，这样的东西！ PRICELESS あるわけねえだろ、んなもん
      ",,http://movie.douban.com/subject/11600137/,,
9.0,"
      
          导演: 宫本理江子 / 谷村政樹 / 並木道子
            
          主演: 小泉今日子 / 中井贵一 / 坂口宪二
            
          类型: 剧情 / 喜剧 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2012
    ","
        倒数第二次恋爱 最後から二番目の恋
      ",,http://movie.douban.com/subject/6989744/,,
8.1,"
      
          导演: 佐藤东弥
            
          主演: 长濑智也 / 手越祐也 / 田中圣
            
          类型: 喜剧
            
          制片国家/地区: 日本
            
          年份: 2006
    ","
        我的老大、我的英雄 マイ★ボス マイ★ヒーロー
      ",,http://movie.douban.com/subject/1905577/,,
8.8,"
      
          导演: 堤幸彦 / 加藤新 / 今井夏木 / 金子文纪
            
          主演: 户田惠梨香 / 加濑亮 / 福田沙纪
            
          类型: 剧情 / 悬疑
            
          制片国家/地区: 日本
            
          年份: 2010
    ","
        SPEC SPEC〜警視庁公安部公安第五課 未詳事件特別対策係事件簿〜
      ",,http://movie.douban.com/subject/4917705/,,
7.8,"
      
          导演: 菅原伸太郎 / 狩山俊輔
            
          主演: 长濑智也 / 麻生久美子 / 丸山隆平
            
          类型: 剧情 / 喜剧 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2013
    ","
        小原不哭 泣くな、はらちゃん
      ",,http://movie.douban.com/subject/20388615/,,
8.2,"
      
          导演: 菅原伸太郎
            
          主演: 大野智 / 深田恭子 / 山田凉介
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2013
    ","
        今天是再见的日子 今日の日はさようなら
      ",,http://movie.douban.com/subject/24753685/,,
8.9,"
      
          导演: 平川雄一朗
            
          主演: 大泽隆夫 / 中谷美纪 / 绫濑遥
            
          类型: 剧情 / 奇幻 / 科幻
            
          制片国家/地区: 日本
            
          年份: 2009
    ","
        仁医 JIN-仁-
      ",,http://movie.douban.com/subject/3892394/,,
8.5,"
      
          导演: 松田秀知 / 藤田明二
            
          主演: 米仓凉子 / 仲村亨 / 释由美子
            
          类型: 剧情 / 悬疑 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2004
    ","
        黑色皮革手册 黒革の手帖
      ",,http://movie.douban.com/subject/1998630/,,
8.2,"
      
          导演: 堤幸彦 / 石井康晴 / 平川雄一朗
            
          主演: 山田孝之 / 绫濑遥 / 绪形直人
            
          类型: 剧情 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2004
    ","
        在世界的中心呼唤爱 世界の中心で、愛をさけぶ
      ",,http://movie.douban.com/subject/1462703/,,
8.9,"
      
          导演: 塚原あゆ子 / 山本剛義
            
          主演: 荣仓奈奈 / 洼田正孝 / 贺来贤人
            
          类型: 剧情 / 悬疑
            
          制片国家/地区: 日本
            
          年份: 2014
    ","
        为了N Nのために
      ",,http://movie.douban.com/subject/25960944/,,
7.7,"
      
          导演: 佐藤东弥 / 大谷太郎 / 高橋直治
            
          主演: 仲间由纪惠 / 龟梨和也 / 赤西仁
            
          类型: 剧情 / 喜剧
            
          制片国家/地区: 日本
            
          年份: 2005
    ","
        极道鲜师2 ごくせん 2
      ",,http://movie.douban.com/subject/1465087/,,
9.1,"
      
          导演: 松冈锭司 / 山下敦弘 / 小林圣太郎  / 野本史生 
            
          主演: 小林薰 / 安田成美 / 松重丰
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2011
    ","
        深夜食堂2
      ",,http://movie.douban.com/subject/6796133/,,
7.7,"
      
          导演: 平野俊一 
            
          主演: 三浦春马 / 佐藤健 / 吉濑美智子
            
          类型: 剧情 / 悬疑
            
          制片国家/地区: 日本
            
          年份: 2010
    ","
        血色星期一2 ブラッディ・マンデイ 第2シーズン
      ",,http://movie.douban.com/subject/4044842/,,
8.3,"
      
          导演: 土井裕泰 / 难波一弘 / 片山修
            
          主演: 松岛菜菜子 / 泷泽秀明 / 黑木瞳
            
          类型: 剧情 / 爱情
            
          制片国家/地区: 日本
            
          年份: 1999
    ","
        魔女的条件 魔女の条件
      ",,http://movie.douban.com/subject/1464837/,,
8.7,"
      
          导演: 溝口憲司 / 宝来忠昭
            
          主演: 松重丰 / 山村美智 / 宮内順子
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2012
    ","
        孤独的美食家 第一季 孤独のグルメ Season1
      ",,http://movie.douban.com/subject/7065168/,,
8.5,"
      
          导演: 土井裕泰 / 山室大辅  / Tsuboi Toshio
            
          主演: 玉木宏 / 香里奈 / 松田翔太
            
          类型: 剧情 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2009
    ","
        爱情洗牌 Love Shuffle
      ",,http://movie.douban.com/subject/3602965/,,
8.3,"
      
          导演: 南云圣一 / 庐山裕子
            
          主演: 筱原凉子 / 加藤爱 / 小泉孝太郎
            
          类型: 剧情 / 喜剧
            
          制片国家/地区: 日本
            
          年份: 2007
    ","
        派遣员的品格 ハケンの品格
      ",,http://movie.douban.com/subject/2040834/,,
7.7,"
      
          导演: 岩本仁志 
            
          主演: 龟梨和也 / 绫濑遥 / 平冈佑太
            
          类型: 剧情 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2006
    ","
        唯一的爱 たったひとつの恋
      ",,http://movie.douban.com/subject/1900492/,,
8.0,"
      
          导演: Hiroki Hayama / 西浦正记 
            
          主演: 山下智久 / 新垣结衣 / 柳叶敏郎
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        紧急救命 コード・ブルー -ドクターヘリ緊急救命-
      ",,http://movie.douban.com/subject/3184572/,,
8.4,"
      
          导演: 平川雄一朗 / 石井康晴
            
          主演: 山田孝之 / 绫濑遥 / 八千草薰
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2006
    ","
        白夜行
      ",,http://movie.douban.com/subject/2031438/,,
8.3,"
      
          导演: 中岛悟 / 大谷太郎 / 松永洋一 / 松原浩
            
          主演: 松田翔太 / 高桥克实 / 成海璃子
            
          类型: 剧情 / 喜剧
            
          制片国家/地区: 日本
            
          年份: 2011
    ","
        堂吉诃德 ドン・キホーテ
      ",,http://movie.douban.com/subject/6430841/,,
8.9,"
      
          导演: 并木道子 / 加藤裕将 / 森脇智延
            
          主演: 真木阳子 / 东出昌大 / 二阶堂富美
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2015
    ","
        问题餐厅 問題のあるレストラン
      ",,http://movie.douban.com/subject/26266666/,,
8.9,"
      
          导演: 石川淳一
            
          主演: 堺雅人 / 新垣结衣 / 生濑胜久
            
          类型: 剧情 / 喜剧
            
          制片国家/地区: 日本
            
          年份: 2013
    ","
        胜者即是正义SP リーガル・ハイSP
      ",,http://movie.douban.com/subject/21332518/,,
8.1,"
      
          导演: 石井祐介 / 田中亮
            
          主演: 菅野美穗 / 天海祐希 / 玉木宏
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2012
    ","
        不结婚 結婚しない
      ",,http://movie.douban.com/subject/11614086/,,
8.4,"
      
          导演: 三木聪 / 岩松了 / 园子温 / 小林一三 / 塚本连平
            
          主演: 小田切让 / 麻生久美子 / 丰原功补
            
          类型: 喜剧
            
          制片国家/地区: 日本
            
          年份: 2006
    ","
        时效警察 時効警察
      ",,http://movie.douban.com/subject/1796986/,,
9.0,"
      
          导演: 茂原雄二 / 阿部雅和 / 佐々木詳太
            
          主演: 仲里依纱 / 沟端淳平 / 星野源
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2014
    ","
        昨夜的咖喱 明日的面包 昨夜のカレー 明日のパン
      ",,http://movie.douban.com/subject/25862356/,,
7.8,"
      
          导演: 佐藤东弥 / 大谷太郎 Taro Otani
            
          主演: 仲间由纪惠 / 松本润 / 小栗旬
            
          类型: 喜剧 / 剧情
            
          制片国家/地区: 日本
            
          年份: 2002
    ","
        极道鲜师 ごくせん
      ",,http://movie.douban.com/subject/1465086/,,
8.6,"
      
          导演: 光野道夫
            
          主演: 天海祐希 / 竹野内丰 / 户田惠梨香
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2009
    ","
        老大 BOSS
      ",,http://movie.douban.com/subject/3692611/,,
8.1,"
      
          导演: 谷村政树 / 加藤裕将
            
          主演: 北乃绮 / 福田沙纪 / 细田义彦
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2007
    ","
        人生 ライフ
      ",,http://movie.douban.com/subject/2142533/,,
8.2,"
      
          导演: 岩本仁志 / Norika Sakuma
            
          主演: 龟梨和也 / 山下智久 / 堀北真希
            
          类型: 喜剧 / 剧情
            
          制片国家/地区: 日本
            
          年份: 2005
    ","
        野猪大改造 野ブタ。をプロデュース
      ",,http://movie.douban.com/subject/1451430/,,
